date,supplyT,returnT,volume,energy,flow,Frederikshavn Temperature [2 m elevation corrected],OT
2019-08-21 05:00:00,62.55250000000001,41.2,153128.4,2762320.0,0.6779999999999999,12.157285,16.775
2019-08-21 06:00:00,62.29714285714287,43.72428571428572,153128.9,2762340.0,0.5897142857142857,12.517284,12.071428571428571
2019-08-21 07:00:00,62.051428571428566,47.04285714285715,153129.4,2762340.0,0.5108571428571429,12.8972845,10.028571428571428
2019-08-21 08:00:00,61.84,45.66375000000001,153129.9,2762360.0,0.429,13.387284,8.8375
2019-08-21 09:00:00,62.20285714285715,43.57,153130.6,2762370.0,0.8125714285714284,13.8972845,20.014285714285712
2019-08-21 10:00:00,62.06125,44.69875,153131.30000000002,2762390.0,0.597,14.337285,12.45
2019-08-21 11:00:00,61.88,47.00428571428572,153131.7,2762390.0,0.456,14.687284,7.228571428571429
2019-08-21 12:00:00,61.61750000000001,48.21875,153132.1,2762400.0,0.543,15.017284,9.075
2019-08-21 13:00:00,62.07857142857142,40.55857142857143,153133.0,2762420.0,0.7782857142857144,16.537285,19.685714285714287
2019-08-21 14:00:00,61.90428571428572,45.67714285714286,153133.5,2762430.0,0.4834285714285714,17.117285,9.614285714285714
2019-08-21 15:00:00,61.61285714285715,45.02571428571429,153133.9,2762440.0,0.4662857142857143,17.137285,7.7
2019-08-21 16:00:00,61.620000000000005,44.80857142857143,153134.4,2762450.0,0.48,17.047285,8.571428571428571
2019-08-21 17:00:00,61.89428571428572,43.55285714285714,153135.0,2762460.0,0.7405714285714288,16.737284,17.314285714285713
2019-08-21 18:00:00,61.76857142857143,45.02428571428572,153135.6,2762470.0,0.5931428571428572,16.167284,11.12857142857143
2019-08-21 19:00:00,61.86,48.50857142857143,153136.0,2762480.0,0.5005714285714287,15.067285,8.157142857142857
2019-08-21 20:00:00,62.10375,45.33125,153136.7,2762490.0,0.603,12.857285,12.7625
2019-08-21 21:00:00,61.85285714285714,49.98857142857143,153137.0,2762500.0,0.3428571428571428,11.547285,5.228571428571429
2019-08-21 22:00:00,60.975,50.47375,153137.30000000002,2762500.0,0.225,10.757284,2.725
2019-08-21 23:00:00,60.46333333333334,50.34333333333333,153137.7,2762510.0,0.36,10.167285,4.1
2019-08-22 00:00:00,60.44833333333335,48.69833333333333,153138.0,2762510.0,0.3879999999999999,9.637284,5.216666666666667
2019-08-22 01:00:00,60.38,50.24375,153138.4,2762520.0,0.354,9.177284,4.1375
2019-08-22 02:00:00,60.31571428571429,50.36428571428572,153138.80000000002,2762520.0,0.3668571428571429,8.947285,4.157142857142857
2019-08-22 03:00:00,61.18571428571429,45.08428571428572,153139.4,2762530.0,0.6685714285714287,9.307284,12.614285714285714
2019-08-22 04:00:00,62.57142857142857,46.76714285714286,153140.1,2762550.0,0.5931428571428572,10.667285,11.285714285714286
2019-08-22 05:00:00,62.51857142857143,41.79857142857144,153140.9,2762570.0,0.8605714285714285,11.027285,21.17142857142857
2019-08-22 06:00:00,62.39428571428572,45.93714285714286,153141.5,2762580.0,0.6171428571428572,11.847284,12.471428571428572
2019-08-22 07:00:00,62.2175,44.78875,153142.1,2762590.0,0.6479999999999999,13.527285,14.175
2019-08-22 08:00:00,62.05714285714286,46.37142857142857,153142.6,2762600.0,0.5451428571428572,15.3972845,10.32857142857143
2019-08-22 09:00:00,61.98000000000001,45.470000000000006,153143.1,2762610.0,0.5211428571428571,16.457285,10.22857142857143
2019-08-22 10:00:00,61.92875000000001,46.73125,153143.7,2762620.0,0.45,17.317286,8.125
2019-08-22 11:00:00,61.89857142857142,47.15285714285714,153144.1,2762630.0,0.5005714285714287,18.177284,10.342857142857143
2019-08-22 12:00:00,61.81571428571429,44.26428571428572,153144.6,2762640.0,0.6102857142857143,18.697285,13.142857142857142
2019-08-22 13:00:00,61.75857142857143,47.13285714285714,153145.1,2762650.0,0.4525714285714285,18.637285,7.885714285714285
2019-08-22 14:00:00,61.70857142857143,48.26714285714286,153145.6,2762660.0,0.5314285714285714,18.607285,8.542857142857143
2019-08-22 15:00:00,61.925,43.28,153145.9,2762660.0,0.522,18.247284,12.05
2019-08-22 16:00:00,60.87645799013241,45.96975773040292,153146.97678920644,2762681.5342365634,0.5594721872092671,18.827284,10.349881630276824
2019-08-22 17:00:00,60.765287318037736,43.51609423639469,153147.57040441176,2762699.734289856,0.5961247722955988,19.347284,15.397601355409869
2019-08-22 18:00:00,61.62971621243989,45.2317132977116,153148.00935645448,2762709.603615464,0.6056263832721713,18.777285,11.45572235713676
2019-08-22 19:00:00,62.30020276175222,45.61486412237223,153148.35745750103,2762712.3516634107,0.6028463952532792,17.897285,12.512099695950427
2019-08-22 20:00:00,62.35014800892375,47.48339541595021,153148.4439714655,2762694.851693108,0.5778466714901903,16.847284,8.8114618756957
2019-08-22 21:00:00,61.370000000000005,51.38666666666666,153149.2,2762720.0,0.424,16.467285,5.433333333333333
2019-08-22 22:00:00,60.584,51.33,153149.4,2762730.0,0.2544,15.857285,2.74
2019-08-22 23:00:00,60.2,48.402,153149.7,2762730.0,0.312,15.287285,4.8
2019-08-23 00:00:00,60.196666666666665,50.098333333333336,153150.1,2762740.0,0.312,15.057284,3.5666666666666664
2019-08-23 01:00:00,60.01800000000001,50.098,153150.4,2762740.0,0.3312,14.987285,3.68
2019-08-23 02:00:00,59.95399999999999,49.974,153150.7,2762740.0,0.3216,15.077285,3.62
2019-08-23 03:00:00,61.031666666666666,48.678333333333335,153151.4,2762750.0,0.592,14.997285,8.483333333333334
2019-08-23 04:00:00,62.59599999999999,42.464000000000006,153152.0,2762760.0,0.672,14.887284,14.46
2019-08-23 05:00:00,62.496,40.672,153152.80000000002,2762780.0,0.7776,14.717284,19.16
2019-08-23 06:00:00,62.20333333333334,48.18666666666667,153153.4,2762800.0,0.524,14.857285,9.183333333333334
2019-08-23 07:00:00,62.226,45.474,153154.1,2762810.0,0.5376,15.287285,11.24
2019-08-23 08:00:00,62.322,45.94199999999999,153154.6,2762820.0,0.5232000000000001,15.787285,11.12
2019-08-23 09:00:00,61.991666666666674,44.84,153155.2,2762830.0,0.5359999999999999,16.047285,9.683333333333334
2019-08-23 10:00:00,61.735,48.540000000000006,153155.6,2762840.0,0.366,16.287285,5.175
2019-08-23 11:00:00,62.06333333333333,42.005,153156.6,2762860.0,0.7879999999999999,17.117285,18.633333333333333
2019-08-23 12:00:00,61.75,48.612,153156.9,2762870.0,0.4128,18.367285,6.04
2019-08-23 13:00:00,61.376666666666665,49.44833333333333,153157.30000000002,2762870.0,0.408,19.257284,5.533333333333333
2019-08-23 14:00:00,61.272000000000006,48.304,153157.80000000002,2762880.0,0.5568,18.657284,9.42
2019-08-23 15:00:00,61.34833333333333,49.08833333333334,153158.2,2762880.0,0.308,19.147285,3.983333333333333
2019-08-23 16:00:00,61.214,49.43,153158.5,2762890.0,0.408,18.957285,5.38
2019-08-23 17:00:00,61.64833333333333,44.28833333333333,153159.30000000002,2762910.0,0.7160000000000001,18.507284,15.233333333333334
2019-08-23 18:00:00,61.888,43.998000000000005,153159.80000000002,2762920.0,0.4224,17.837284,9.42
2019-08-23 19:00:00,61.81,46.44666666666668,153160.4,2762930.0,0.66,16.907284,12.55
2019-08-23 20:00:00,61.81400000000001,47.558,153160.9,2762940.0,0.4800000000000001,15.747285,7.38
2019-08-23 21:00:00,61.878,46.96,153161.4,2762950.0,0.5711999999999999,14.687284,9.68
2019-08-23 22:00:00,61.01333333333334,50.62166666666667,153161.7,2762950.0,0.256,13.927284,3.35
2019-08-23 23:00:00,60.322,50.04,153162.0,2762960.0,0.3216,13.417285,3.82
2019-08-24 00:00:00,60.13666666666668,49.998333333333335,153162.4,2762960.0,0.348,13.237285,4.266666666666667
2019-08-24 01:00:00,60.06166666666667,50.330000000000005,153162.80000000002,2762960.0,0.348,13.217284,3.866666666666666
2019-08-24 02:00:00,60.09,49.784,153163.1,2762970.0,0.3984,13.257284,4.5
2019-08-24 03:00:00,60.97333333333333,49.928333333333335,153163.7,2762980.0,0.632,13.257284,8.516666666666666
2019-08-24 04:00:00,62.116,50.002,153164.2,2762980.0,0.5136000000000001,13.177284,6.8
2019-08-24 05:00:00,61.991666666666674,44.373333333333335,153164.80000000002,2763000.0,0.84,13.137284,18.183333333333334
2019-08-24 06:00:00,61.766,44.534,153165.2,2763000.0,0.624,13.447285,12.14
2019-08-24 07:00:00,61.55,46.442,153165.7,2763010.0,0.5424,14.027285,9.62
2019-08-24 08:00:00,61.48666666666666,47.77166666666667,153166.1,2763020.0,0.328,15.157285,5.583333333333333
2019-08-24 09:00:00,61.82666666666668,44.44,153166.80000000002,2763030.0,0.7000000000000001,16.597284,15.966666666666669
2019-08-24 10:00:00,61.712,46.71,153167.1,2763040.0,0.4559999999999999,18.357285,7.96
2019-08-24 11:00:00,61.568,48.12000000000001,153167.5,2763050.0,0.384,19.957285,5.9
2019-08-24 12:00:00,61.68666666666667,46.16,153168.2,2763060.0,0.6160000000000001,20.677284,13.616666666666664
2019-08-24 13:00:00,61.56166666666667,44.675,153168.80000000002,2763070.0,0.652,22.737284,12.983333333333334
2019-08-24 14:00:00,61.496,46.764,153169.2,2763080.0,0.5664,23.057285,8.72
2019-08-24 15:00:00,61.510000000000005,45.228,153169.6,2763090.0,0.408,23.187284,7.44
2019-08-24 16:00:00,61.53833333333333,46.195,153170.1,2763090.0,0.46,23.027285,8.4
2019-08-24 17:00:00,61.406000000000006,49.21,153170.5,2763100.0,0.312,22.657284,4.74
2019-08-24 18:00:00,61.38,46.86166666666667,153171.0,2763110.0,0.384,21.747284,7.533333333333333
2019-08-24 19:00:00,61.48,48.472,153171.5,2763120.0,0.4512,20.067286,6.86
2019-08-24 20:00:00,62.122,43.582,153172.1,2763130.0,0.5232,17.717285,11.6
